DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte,Description,Tests-1,Errors-1,Mean_Test_Time_(ms)-1,Test_Time_Standard_Deviation_(ms)-1,TPS-1,Mean_response_length-1,Response_bytes_per_second-1,Response_errors-1,Mean_time_to_resolve_host-1,Mean_time_to_establish_connection-1,Mean_time_to_first_byte-1,Description,Tests-2,Errors-2,Mean_Test_Time_(ms)-2,Test_Time_Standard_Deviation_(ms)-2,TPS-2,Mean_response_length-2,Response_bytes_per_second-2,Response_errors-2,Mean_time_to_resolve_host-2,Mean_time_to_establish_connection-2,Mean_time_to_first_byte-2,Description,Tests-3,Errors-3,Mean_Test_Time_(ms)-3,Test_Time_Standard_Deviation_(ms)-3,TPS-3,Mean_response_length-3,Response_bytes_per_second-3,Response_errors-3,Mean_time_to_resolve_host-3,Mean_time_to_establish_connection-3,Mean_time_to_first_byte-3,Description,Tests-4,Errors-4,Mean_Test_Time_(ms)-4,Test_Time_Standard_Deviation_(ms)-4,TPS-4,Mean_response_length-4,Response_bytes_per_second-4,Response_errors-4,Mean_time_to_resolve_host-4,Mean_time_to_establish_connection-4,Mean_time_to_first_byte-4
2023-07-29 02:43:47,10,66,0,312.697,277.381,33,1926.5,63574.5,0,0,1.197,2.5,GET /api/programs/categories,17,0,10.588,6.58,8.5,1159,9851.5,0,0,4.529,9.588,GET /api/programs/list?maxId=0&minId=0&first=&second=,17,0,94.412,24.886,8.5,2203,18725.5,0,0,0.059,0.059,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,571.2,89.364,7.5,2190,16425,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,605,87.623,8.5,2185,18572.5,0,0,0,0
2023-07-29 02:43:49,10,66,0,322.788,279.335,33,1942,64086,0,0,1.045,1.909,GET /api/programs/categories,16,0,8.5,5.466,8,1159,9272,0,0,4.125,7.688,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,90.438,18.557,8,2203,17624,0,0,0.062,0.062,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,18,0,608.944,87.022,9,2190,19710,0,0,0.056,0.056,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,547.5,132.629,8,2185,17480,0,0,0.062,0.062
2023-07-29 02:43:51,10,64,0,307.094,277.961,32,1934.453,61902.5,0,0,0.734,1.594,GET /api/programs/categories,16,0,7.25,3.455,8,1159,9272,0,0,2.875,6.312,GET /api/programs/list?maxId=0&minId=0&first=&second=,17,0,95.235,38.086,8.5,2203,18725.5,0,0,0.059,0.059,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,614.333,124.845,7.5,2190,16425,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,544,103.286,8,2185,17480,0,0,0,0
2023-07-29 02:43:53,10,70,0,296.714,270.377,35,1911.771,66912,0,0,1.029,1.714,GET /api/programs/categories,19,0,7.105,3.447,9.5,1159,11010.5,0,0,3.789,6.316,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,82.688,28.735,8,2203,17624,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,567.125,110.777,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},19,0,538.842,125.051,9.5,2185,20757.5,0,0,0,0
2023-07-29 02:43:55,10,75,0,317.493,270.609,37.5,1958.64,73449,0,0,0.92,1.827,GET /api/programs/categories,17,0,9.647,6.277,8.5,1159,9851.5,0,0,3.941,7.941,GET /api/programs/list?maxId=0&minId=0&first=&second=,20,0,110.3,56.576,10,2203,22030,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,21,0,587.571,138.07,10.5,2190,22995,0,0,0.095,0.095,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,535.471,113.235,8.5,2185,18572.5,0,0,0,0
2023-07-29 02:43:58,10,64,0,305.234,269.711,32,1934.25,61896,0,0,0.984,1.844,GET /api/programs/categories,16,0,8,3.758,8,1159,9272,0,0,3.812,7.25,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,84.312,21.327,8,2203,17624,0,0,0.062,0.062,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,588.25,81.797,8,2190,17520,0,0,0.062,0.062,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,540.375,106.173,8,2185,17480,0,0,0,0
2023-07-29 02:44:00,10,65,0,312.508,277.253,32.5,1922.046,62466.5,0,0,1.492,2.877,GET /api/programs/categories,17,0,11.588,6.127,8.5,1159,9851.5,0,0,5.588,10.882,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,94.733,16.972,7.5,2203,16522.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,542.25,126.92,8,2190,17520,0,0,0.125,0.125,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,589.353,140.499,8.5,2185,18572.5,0,0,0,0
2023-07-29 02:44:02,10,65,0,302.277,260.581,32.5,1954.323,63515.5,0,0,1.046,1.585,GET /api/programs/categories,15,0,7.2,3.27,7.5,1159,8692.5,0,0,4.2,6.533,GET /api/programs/list?maxId=0&minId=0&first=&second=,17,0,90.235,20.016,8.5,2203,18725.5,0,0,0.059,0.059,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,18,0,547.5,116.852,9,2190,19710,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,543.4,95.21,7.5,2185,16387.5,0,0,0.267,0.267
2023-07-29 02:44:04,10,66,0,306.788,275.641,33,1926.5,63574.5,0,0,0.682,1.53,GET /api/programs/categories,17,0,7.294,3.952,8.5,1159,9851.5,0,0,2.529,5.824,GET /api/programs/list?maxId=0&minId=0&first=&second=,17,0,104.176,43.369,8.5,2203,18725.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,569.467,140.034,7.5,2190,16425,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,577.118,105.191,8.5,2185,18572.5,0,0,0.059,0.059
2023-07-29 02:44:06,10,76,0,320.934,286.099,38,1934.25,73501.5,0,0,0.789,2,GET /api/programs/categories,19,0,8.842,7.271,9.5,1159,11010.5,0,0,2.947,7.789,GET /api/programs/list?maxId=0&minId=0&first=&second=,19,0,97.105,24.971,9.5,2203,20928.5,0,0,0.053,0.053,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,19,0,566.684,123.426,9.5,2190,20805,0,0,0.053,0.053,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},19,0,611.105,139.306,9.5,2185,20757.5,0,0,0.105,0.105
2023-07-29 02:44:08,10,64,0,315.859,276.716,32,1917.859,61371.5,0,0,1.031,2.328,GET /api/programs/categories,17,0,9.706,7.201,8.5,1159,9851.5,0,0,3.647,8.529,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,89.267,23.331,7.5,2203,16522.5,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,572.867,73.131,7.5,2190,16425,0,0,0.133,0.133,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,595.176,87.671,8.5,2185,18572.5,0,0,0.059,0.059
2023-07-29 02:44:10,10,62,0,323.129,276.886,31,1942.5,60217.5,0,0,0.5,1.177,GET /api/programs/categories,15,0,5.667,2.521,7.5,1159,8692.5,0,0,1.933,4.733,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,92.933,17.957,7.5,2203,16522.5,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,566.529,113.263,8.5,2190,18615,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,594.933,84.994,7.5,2185,16387.5,0,0,0.067,0.067
2023-07-29 02:44:12,10,62,0,306.935,265.326,31,1942.629,60221.5,0,0,0.774,1.387,GET /api/programs/categories,15,0,6.533,2.526,7.5,1159,8692.5,0,0,2.933,5.467,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,96.375,32.276,8,2203,17624,0,0,0.062,0.062,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,552.267,84.483,7.5,2190,16425,0,0,0.133,0.133,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,569.125,104.625,8,2185,17480,0,0,0.062,0.062
2023-07-29 02:44:14,10,68,0,292.897,266.138,34,1919.471,65262,0,0,0.838,4.353,GET /api/programs/categories,18,0,18.444,42.377,9,1159,10431,0,0,3.167,16.222,GET /api/programs/list?maxId=0&minId=0&first=&second=,19,0,102.421,38.342,9.5,2203,20928.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,14,0,575.357,97.281,7,2190,15330,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,563.765,112.255,8.5,2185,18572.5,0,0,0,0.235
2023-07-29 02:44:16,10,65,0,330.492,277.03,32.5,1937.785,62978,0,0,1.308,1.877,GET /api/programs/categories,16,0,8.562,6,8,1159,9272,0,0,5.25,7.562,GET /api/programs/list?maxId=0&minId=0&first=&second=,14,0,86.929,11.597,7,2203,15421,0,0,0.071,0.071,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,19,0,588.053,109.887,9.5,2190,20805,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,559.688,102.146,8,2185,17480,0,0,0,0
2023-07-29 02:44:18,10,65,0,298.754,270.516,32.5,1938.585,63004,0,0,0.446,1.154,GET /api/programs/categories,16,0,5.625,2.736,8,1159,9272,0,0,1.812,4.688,GET /api/programs/list?maxId=0&minId=0&first=&second=,18,0,91,15.51,9,2203,19827,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,597.4,89.477,7.5,2190,16425,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,545.625,102.291,8,2185,17480,0,0,0,0
2023-07-29 02:44:20,10,62,0,315.887,265.922,31,1942.29,60211,0,0,0.484,1.097,GET /api/programs/categories,15,0,5.133,2.526,7.5,1159,8692.5,0,0,2,4.533,GET /api/programs/list?maxId=0&minId=0&first=&second=,14,0,85.286,23.398,7,2203,15421,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,18,0,569.556,101.912,9,2190,19710,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,537.467,82.409,7.5,2185,16387.5,0,0,0,0
2023-07-29 02:44:22,10,83,0,308.494,276.666,41.5,1931.169,80143.5,0,0,0.795,1.602,GET /api/programs/categories,21,0,15.714,39.182,10.5,1159,12169.5,0,0,3.048,6.143,GET /api/programs/list?maxId=0&minId=0&first=&second=,21,0,91,29.244,10.5,2203,23131.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,20,0,591.3,146.731,10,2190,21900,0,0,0,0.1,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},21,0,549.429,111.322,10.5,2185,22942.5,0,0,0.095,0.095
2023-07-29 02:44:24,10,62,0,317.581,275.118,31,1942.5,60217.5,0,0,1.081,1.806,GET /api/programs/categories,15,0,8.733,3.907,7.5,1159,8692.5,0,0,4.4,7.4,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,87.4,20.327,7.5,2203,16522.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,559.471,115.725,8.5,2190,18615,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,582.467,111.35,7.5,2185,16387.5,0,0,0.067,0.067
2023-07-29 02:44:26,10,71,0,294.366,258.148,35.5,1930.831,68544.5,0,0,0.986,1.887,GET /api/programs/categories,18,0,8.833,4.682,9,1159,10431,0,0,3.833,7.389,GET /api/programs/list?maxId=0&minId=0&first=&second=,19,0,103.737,24.764,9.5,2203,20928.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,558.438,110.613,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},18,0,546.389,76.978,9,2185,19665,0,0,0.056,0.056
2023-07-29 02:44:28,10,65,0,304.185,269.405,32.5,1922.246,62473,0,0,0.708,1.231,GET /api/programs/categories,17,0,5.471,2.933,8.5,1159,9851.5,0,0,2.647,4.647,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,96.5,12.644,8,2203,17624,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,592.667,107.459,7.5,2190,16425,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,543.824,80.473,8.5,2185,18572.5,0,0,0,0
2023-07-29 02:44:30,10,63,0,308.571,269.455,31.5,1929.984,60794.5,0,0,3.492,4.143,GET /api/programs/categories,16,0,16.938,43.525,8,1159,9272,0,0,13.688,16.25,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,86.4,16.427,7.5,2203,16522.5,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,608.812,122.923,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,508.25,85.368,8,2185,17480,0,0,0,0
2023-07-29 02:44:32,10,65,0,301.477,268.479,32.5,1938.385,62997.5,0,0,0.954,1.631,GET /api/programs/categories,16,0,7.438,4.924,8,1159,9272,0,0,3.875,6.625,GET /api/programs/list?maxId=0&minId=0&first=&second=,17,0,89.941,15.847,8.5,2203,18725.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,565.125,109.567,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,556.625,109.17,8,2185,17480,0,0,0,0
2023-07-29 02:44:34,10,65,0,321.154,274.356,32.5,1954.046,63506.5,0,0,0.769,1.908,GET /api/programs/categories,15,0,9.467,7.21,7.5,1159,8692.5,0,0,3.267,8,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,87.5,12.247,8,2203,17624,0,0,0,0.188,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,18,0,588.444,120.307,9,2190,19710,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,546.312,112.09,8,2185,17480,0,0,0.062,0.062
2023-07-29 02:44:36,10,62,0,313.5,276.793,31,1925.871,59702,0,0,0.5,0.984,GET /api/programs/categories,16,0,4.5,0.935,8,1159,9272,0,0,1.938,3.812,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,91.067,26.34,7.5,2203,16522.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,591.312,99.969,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,569.2,79.289,7.5,2185,16387.5,0,0,0,0
2023-07-29 02:44:38,10,63,0,327.063,286.361,31.5,1929.905,60792,0,0,0.492,0.952,GET /api/programs/categories,16,0,4.812,3.34,8,1159,9272,0,0,1.812,3.625,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,98,28.244,7.5,2203,16522.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,619.733,105.159,7.5,2190,16425,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,574.235,112.754,8.5,2185,18572.5,0,0,0.059,0.059
2023-07-29 02:44:41,10,64,0,297.281,269.378,32,1934.734,61911.5,0,0,0.953,2.078,GET /api/programs/categories,16,0,8.938,4.507,8,1159,9272,0,0,3.688,8.188,GET /api/programs/list?maxId=0&minId=0&first=&second=,18,0,92.778,14.463,9,2203,19827,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,596.933,90.096,7.5,2190,16425,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,550.6,91.575,7.5,2185,16387.5,0,0,0.067,0.067
2023-07-29 02:44:43,10,66,0,313.318,271.317,33,1926.106,63561.5,0,0,0.636,1.136,GET /api/programs/categories,17,0,5.235,2.157,8.5,1159,9851.5,0,0,2.471,4.412,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,87.067,18.002,7.5,2203,16522.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,610.059,65.891,8.5,2190,18615,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,524.294,92.249,8.5,2185,18572.5,0,0,0,0
2023-07-29 02:44:45,10,67,0,297.463,260.072,33.5,1946.09,65194,0,0,0.463,1.075,GET /api/programs/categories,16,0,4.625,1.409,8,1159,9272,0,0,1.688,4.25,GET /api/programs/list?maxId=0&minId=0&first=&second=,18,0,93.389,22.214,9,2203,19827,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,540.706,101.232,8.5,2190,18615,0,0,0.059,0.059,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,561.438,81.445,8,2185,17480,0,0,0.188,0.188
2023-07-29 02:44:47,10,63,0,304.349,268.654,31.5,1929.984,60794.5,0,0,0.73,1.46,GET /api/programs/categories,16,0,6.125,4.241,8,1159,9272,0,0,2.625,5.375,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,82.8,17.664,7.5,2203,16522.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,582.812,118.932,8,2190,17520,0,0,0.062,0.188,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,531.812,74.15,8,2185,17480,0,0,0.188,0.188
2023-07-29 02:44:49,10,67,0,312.448,268.559,33.5,1945.821,65185,0,0,0.552,0.97,GET /api/programs/categories,16,0,4.938,2.609,8,1159,9272,0,0,2.25,4,GET /api/programs/list?maxId=0&minId=0&first=&second=,17,0,111.176,45.75,8.5,2203,18725.5,0,0,0.059,0.059,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,555.588,132.754,8.5,2190,18615,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,560,120.912,8.5,2185,18572.5,0,0,0,0
2023-07-29 02:44:51,10,64,0,302.484,268.68,32,1918.141,61380.5,0,0,0.969,1.5,GET /api/programs/categories,17,0,6.059,4.465,8.5,1159,9851.5,0,0,3.412,5.412,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,94.812,18.666,8,2203,17624,0,0,0.062,0.062,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,550.533,79.24,7.5,2190,16425,0,0,0.133,0.133,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,592.562,64.677,8,2185,17480,0,0,0.062,0.062
2023-07-29 02:44:53,10,61,0,321.705,276.33,30.5,1938.443,59122.5,0,0,1.262,2.131,GET /api/programs/categories,15,0,9.067,5.567,7.5,1159,8692.5,0,0,4.933,8.467,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,98.133,37.388,7.5,2203,16522.5,0,0,0.133,0.133,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,586.812,119.954,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,575.133,82.628,7.5,2185,16387.5,0,0,0.067,0.067
2023-07-29 02:44:55,10,61,0,327.508,293.783,30.5,1938.656,59129,0,0,0.623,1.033,GET /api/programs/categories,15,0,5.333,3.754,7.5,1159,8692.5,0,0,2.267,3.867,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,106.562,27.29,8,2203,17624,0,0,0,0.062,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,621.733,161.416,7.5,2190,16425,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,591.133,110.408,7.5,2185,16387.5,0,0,0.2,0.2
2023-07-29 02:44:57,10,65,0,313.062,275.936,32.5,1921.969,62464,0,0,3.969,5.169,GET /api/programs/categories,17,0,20.353,45.413,8.5,1159,9851.5,0,0,15.118,19.706,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,113.2,47.032,7.5,2203,16522.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,582.467,159.801,7.5,2190,16425,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},18,0,531.556,165.688,9,2185,19665,0,0,0,0
2023-07-29 02:44:59,10,61,0,308,273.057,30.5,1938.738,59131.5,0,0,0.951,1.721,GET /api/programs/categories,15,0,8.333,4.467,7.5,1159,8692.5,0,0,3.8,6.267,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,89.562,11.241,8,2203,17624,0,0,0.062,0.688,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,625.062,73.431,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},14,0,516.357,97.428,7,2185,15295,0,0,0,0
2023-07-29 02:45:01,10,68,0,310.103,272.42,34,1934.25,65764.5,0,0,1.353,2,GET /api/programs/categories,17,0,8.647,4.228,8.5,1159,9851.5,0,0,5.118,7.706,GET /api/programs/list?maxId=0&minId=0&first=&second=,17,0,83.647,15.564,8.5,2203,18725.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,589.882,79.029,8.5,2190,18615,0,0,0.059,0.059,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},17,0,558.235,91.327,8.5,2185,18572.5,0,0,0.235,0.235
2023-07-29 02:45:03,10,65,0,305.877,267.882,32.5,1938.185,62991,0,0,0.723,1.215,GET /api/programs/categories,16,0,5.688,2.442,8,1159,9272,0,0,2.875,4.875,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,83.938,14.528,8,2203,17624,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,560.824,95.607,8.5,2190,18615,0,0,0.059,0.059,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,557.125,100.21,8,2185,17480,0,0,0,0
2023-07-29 02:45:05,10,66,0,326.167,289.158,33,1942,64086,0,0,0.439,0.788,GET /api/programs/categories,16,0,4,0.791,8,1159,9272,0,0,1.75,3.188,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,87.562,22.558,8,2203,17624,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,18,0,598.167,137.635,9,2190,19710,0,0,0.056,0.056,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,580.938,119.236,8,2185,17480,0,0,0,0
2023-07-29 02:45:07,10,73,0,306.493,277.529,36.5,1923.74,70216.5,0,0,0.726,1.63,GET /api/programs/categories,19,0,7.211,4.384,9.5,1159,11010.5,0,0,2.737,5.632,GET /api/programs/list?maxId=0&minId=0&first=&second=,19,0,92.895,24.283,9.5,2203,20928.5,0,0,0.053,0.053,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,577.125,96.006,8,2190,17520,0,0,0,0.688,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},19,0,591.474,97.322,9.5,2185,20757.5,0,0,0,0
2023-07-29 02:45:09,10,57,0,388.281,322.723,28.5,1938.509,55247.5,0,0,0.895,2.246,GET /api/programs/categories,14,0,10.214,7.599,7,1159,8113,0,0,3.571,9.071,GET /api/programs/list?maxId=0&minId=0&first=&second=,13,0,120,27.007,6.5,2203,14319.5,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,681.625,134.83,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},14,0,680.214,95.873,7,2185,15295,0,0,0.071,0.071
2023-07-29 02:45:11,10,64,0,300.344,272.357,32,1934.656,61909,0,0,0.719,1.422,GET /api/programs/categories,16,0,6,2.669,8,1159,9272,0,0,2.688,5.438,GET /api/programs/list?maxId=0&minId=0&first=&second=,18,0,96.778,17.012,9,2203,19827,0,0,0.056,0.111,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,14,0,601.143,117.577,7,2190,15330,0,0,0.071,0.071,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,560.5,64.614,8,2185,17480,0,0,0.062,0.062
2023-07-29 02:45:13,10,63,0,310.492,274.979,31.5,1929.984,60794.5,0,0,0.905,1.571,GET /api/programs/categories,16,0,6.625,5.146,8,1159,9272,0,0,3.5,6.125,GET /api/programs/list?maxId=0&minId=0&first=&second=,15,0,95.333,31.926,7.5,2203,16522.5,0,0,0.067,0.067,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,16,0,595.625,95.509,8,2190,17520,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},16,0,530.938,148.299,8,2185,17480,0,0,0,0
2023-07-29 02:45:15,10,61,0,312.951,277.36,30.5,1938.656,59129,0,0,0.803,1.77,GET /api/programs/categories,15,0,7.6,4.937,7.5,1159,8692.5,0,0,3.067,7,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,95.25,22.39,8,2203,17624,0,0,0,0,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,15,0,590.6,127.012,7.5,2190,16425,0,0,0.133,0.133,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,572.867,87.835,7.5,2185,16387.5,0,0,0.067,0.067
2023-07-29 02:45:17,10,68,0,317.485,272.518,34,1933.985,65755.5,0,0,0.721,1.779,GET /api/programs/categories,17,0,8,5.402,8.5,1159,9851.5,0,0,2.706,6.765,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,86.375,20.42,8,2203,17624,0,0,0.062,0.062,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,586.059,89.285,8.5,2190,18615,0,0,0.118,0.294,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},18,0,561.556,83.673,9,2185,19665,0,0,0,0
2023-07-29 02:45:19,10,64,0,303,269.634,32,1934.328,61898.5,0,0,0.938,1.281,GET /api/programs/categories,16,0,6.125,4.594,8,1159,9272,0,0,3.5,4.875,GET /api/programs/list?maxId=0&minId=0&first=&second=,16,0,83.125,18.513,8,2203,17624,0,0,0.062,0.062,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second=,17,0,577.059,87.504,8.5,2190,18615,0,0,0.118,0.118,GET /api/programs/list?maxId=0&minId=0&first={first_category}&second={second_categories},15,0,543.6,111.988,7.5,2185,16387.5,0,0,0.067,0.067
